id,title,slug,url,author_name,author_slug,category,language,license,license_label,jurisdictions,status,visibility,publication_status,is_listed,views,downloads,runs,favorites,updated,created,updated_at,created_at,has_content,description
8ad79852-7076-50ba-bcaf-7618f70d338a,special-court-for-sierra-leone,special-court-for-sierra-leone,https://lawve.ai/@jeanne-sulzer/skill/special-court-for-sierra-leone,Jeanne Sulzer,jeanne-sulzer,human-rights,en,cc-by-4.0,CC BY 4.0,SL|INT,active,public,Public,true,11,2,0,0,"Jul 4, 2026","Jun 10, 2026",2026-07-04T11:18:31.640421+02:00,2026-06-10T17:41:46.875580+02:00,true,"Verification-first methodology for the Special Court for Sierra Leone and its Residual Special Court. Citations are verified against rscsl.org and legal-tools.org. Covers Taylor, the AFRC/CDF/RUF cases, the child-soldier and forced-marriage holdings, the head-of-State immunity decision, and the fixed-term (no life) penalty regime. Research aid, not legal advice."
3ea8212d-9465-5d1c-835c-69e601c560f1,special-tribunal-for-lebanon,special-tribunal-for-lebanon,https://lawve.ai/@jeanne-sulzer/skill/special-tribunal-for-lebanon,Jeanne Sulzer,jeanne-sulzer,human-rights,en,cc-by-4.0,CC BY 4.0,LB|INT,active,public,Public,true,19,2,0,0,"Jul 4, 2026","Jun 10, 2026",2026-07-04T11:18:01.266027+02:00,2026-06-10T16:07:21.583567+02:00,true,"Verification-first methodology for the Special Tribunal for Lebanon. Citations are verified against the STL legacy archive and legal-tools.org. Covers the Ayyash et al. case, the two contempt cases (STL-14-05 New TV/Al-Khayat and STL-14-06 Akhbar Beirut/Al-Amin), and the 2011 terrorism decision. Research aid, not legal advice."
c7de75dd-2f44-55db-8a5d-62b1a753b5af,central-african-special-criminal-court,central-african-special-criminal-court,https://lawve.ai/@jeanne-sulzer/skill/central-african-special-criminal-court,Jeanne Sulzer,jeanne-sulzer,human-rights,fr,cc-by-4.0,CC BY 4.0,INT|CF,active,public,Public,true,20,2,0,0,"Jul 4, 2026","Jun 10, 2026",2026-07-04T11:17:30.100771+02:00,2026-06-10T17:44:39.738767+02:00,true,"“Verification-first” methodology for the Special Criminal Court of the Central African Republic, a hybrid court seated in Bangui. Every citation is verified against JusticeInfo, FIDH, HRW, and legal-tools.org; the official sites often return a 403 error. Covers the Paoua case, the word “notamment” in Article 3, and complementarity with the ICC. Research aid, not legal advice."
4e901cf6-095d-53dc-bddd-c819738de721,court-of-bih-war-crimes-chamber,court-of-bih-war-crimes-chamber,https://lawve.ai/@jeanne-sulzer/skill/court-of-bih-war-crimes-chamber,Jeanne Sulzer,jeanne-sulzer,human-rights,en,cc-by-4.0,CC BY 4.0,BA|INT,active,public,Public,true,22,2,0,0,"Jul 4, 2026","Jun 11, 2026",2026-07-04T11:17:03.273808+02:00,2026-06-11T09:28:32.158822+02:00,true,"Verification-first methodology for Section I (War Crimes) of the Court of Bosnia and Herzegovina. Citations are verified against the Court of BiH, the ICTY/IRMCT archives and OSCE. Distinguishes ICTY-referred (Rule 11 bis) cases from locally-initiated ones; covers Stanković, Janković and the Maktouf lex mitior ruling. Research aid, not legal advice."
9cec5405-524c-55da-a6c1-ff52b324b210,extraordinary-african-chambers,extraordinary-african-chambers,https://lawve.ai/@jeanne-sulzer/skill/extraordinary-african-chambers,Jeanne Sulzer,jeanne-sulzer,human-rights,en,cc-by-4.0,CC BY 4.0,SN|TD|INT,active,public,Public,true,19,2,0,0,"Jul 4, 2026","Jun 10, 2026",2026-07-04T11:02:42.482830+02:00,2026-06-10T18:03:02.579780+02:00,true,"“Verification-first” methodology for the Extraordinary African Chambers, covering the Hissène Habré trial in Dakar. Every citation is verified against forumchambresafricaines.org and legal-tools.org. Covers the judgment of May 30, 2016, the appeal judgment of April 27, 2017, reparations of CFAF 82.290 billion for 7,396 victims, and universal jurisdiction. Research aid, not legal advice."
42db8a8a-b8eb-5ca0-9d0e-bb3083b320f3,Divorce Practice,divorce-practice,https://lawve.ai/@stephane-boghossian/skill/divorce-practice,Stephane Boghossian,stephane-boghossian,legal-drafting,en,agpl-3.0,AGPL 3.0,INT,active,public,Public,true,32,8,0,0,"Jun 30, 2026","Jun 29, 2026",2026-06-30T14:36:46.576889+02:00,2026-06-29T19:14:47.480138+02:00,true,"AI co-counsel for divorce and family-law attorneys — a jurisdiction-portable scaffold spanning the full matter lifecycle. Eight operating modes mirror how a matter actually moves: intake and onboarding, financial disclosure, children and support, property division and QDRO, discovery and document review, drafting, negotiation and mediation prep, and court prep — plus post-judgment modification and enforcement. The methodology is jurisdiction-agnostic: it forces real, verifiable research for every local form, formula, or rule rather than inventing one, handling common-law, community-property, civil-law, and MENA personal-status regimes as variables. Built around one non-negotiable: privilege. It drafts, analyzes, organizes, and pressure-tests. It is not the lawyer."
78c461ec-bc0f-5f91-9b91-9723b47b54b4,Privacy Policy,privacy-policy,https://lawve.ai/@stephane-boghossian/skill/privacy-policy,Stephane Boghossian,stephane-boghossian,compliance,en,agpl-3.0,AGPL 3.0,INT|EU|US|UK|CA,active,public,Public,true,69,13,0,0,"Jun 30, 2026","Jun 30, 2026",2026-06-30T14:34:55.921702+02:00,2026-06-30T11:10:36.299128+02:00,true,"A zero-hallucination privacy-policy generator that takes anyone — non-lawyer founder to lawyer — from a guided intake to a publishable, jurisdiction-aware privacy policy. Jurisdiction-first: it detects which laws apply from where your users are, then drafts only the required clauses — GDPR/EU + UK, US (CCPA/CPRA, ~20 state laws, COPPA, sector overlays), and global/MENA (LGPD, Quebec Law 25, India DPDP, China PIPL, UAE/DIFC, Saudi PDPL), plus app-store, cookies, and AI/EU AI Act disclosures. Its rule: state only what you confirm; never invent a statute, citation, fine, or date — every claim is source-cited and QA-gated. Not legal advice."
9375c0e3-6e27-5349-bccb-588fddb8633d,runtime-admissibility-review,runtime-admissibility-review,https://lawve.ai/@arkadiy-miteiko/skill/runtime-admissibility-review,Arkadiy Miteiko,arkadiy-miteiko,banking-finance,en,agpl-3.0,AGPL 3.0,INT|EU|UK|US|AE,active,public,Public,true,49,7,0,0,"Jun 29, 2026","Jun 25, 2026",2026-06-29T11:31:23.496994+02:00,2026-06-25T23:00:45.710060+02:00,true,"Determines whether a specific AI-agent action, output, recommendation, or proposed commitment remains admissible for execution or institutional reliance under current authority, delegated scope, evidence, facts, policy, risk, escalation, and revocation conditions. Use this Skill before an enterprise or regulated AI agent executes, updates records, triggers workflows, communicates externally, or before an institution relies on an agentic output in a way that creates legal, financial, operational, regulatory, customer, employee, patient, citizen, market, contractual, or reputational consequence."
83d601e7-2175-5768-a2ea-a8f032d72d36,sujet-crfpa,sujet-crfpa,https://lawve.ai/@allison-fiorentino/skill/sujet-crfpa,Allison Fiorentino,allison-fiorentino,legal-education,fr,agpl-3.0,AGPL 3.0,FR,active,public,Public,true,67,14,0,0,"Jun 27, 2026","Jun 12, 2026",2026-06-27T13:54:04.271485+02:00,2026-06-12T18:34:52.204132+02:00,true,"Ce skill génère des sujets d'entraînement pour les deux épreuves écrites de consultation du CRFPA : l'épreuve de droit des obligations (tronc commun) et l'épreuve de spécialité (civil, affaires, social, pénal, administratif, international et européen, fiscal). Chaque sujet est accompagné d'une grille de notation détaillée sur 20 points. Vous ciblez un thème précis, ou vous laissez le skill procéder à un tirage au sort couvrant l'ensemble du programme. Connexion aux MCP OpenLegi et GoodLegal requise : toutes les références d'articles et d'arrêts sont vérifiées sur les sources officielles, sans citation inventée"
f2d87d8f-b949-512d-9beb-142804ec1b1c,recherche-theses,recherche-theses,https://lawve.ai/@allison-fiorentino/skill/recherche-theses,Allison Fiorentino,allison-fiorentino,legal-research,fr,agpl-3.0,AGPL 3.0,FR,active,public,Public,true,166,34,0,0,"Jun 27, 2026","May 14, 2026",2026-06-27T13:53:42.452513+02:00,2026-05-14T17:55:12.828535+02:00,true,"Recherche, cartographie et analyse des thèses de doctorat françaises via theses.fr (API ABES) et TEL (HAL). Spécialisée droit avec filtrage par sous-disciplines juridiques. Ouverte sur d'autres domaines universitaires. Capacités : (1) recherche multi-critères — sujet, directeur, jury, établissement, école doctorale, période, statut soutenue/en préparation, discipline ; (2) cartographie académique — qui dirige sur quel sujet, qui siège dans quels jurys, réseaux de co-direction, écoles doctorales productives ; (3) analyses temporelles — évolution d'un sujet, détection de saturation, calendrier des soutenances à venir ; (4) filtrage sous-discipline juridique — droit privé, public, social, affaires, international, etc. Déclencher dès que l'utilisateur mentionne thèse, doctorat, directeur de thèse, jury de thèse, école doctorale, soutenance, doctorant, ou demande une analyse d'écosystème doctoral. Pour articles ou ouvrages de doctrine, utiliser plutôt recherche-doctrine."
c77c499d-cf3f-5cc0-8530-a451bc2a576e,recherche-jurisprudence,recherche-jurisprudence,https://lawve.ai/@allison-fiorentino/skill/recherche-jurisprudence,Allison Fiorentino,allison-fiorentino,legal-research,fr,agpl-3.0,AGPL 3.0,FR,active,public,Public,true,138,31,0,1,"Jun 27, 2026","Jun 25, 2026",2026-06-27T13:50:56.668319+02:00,2026-06-25T11:29:55.652494+02:00,true,"Ce skill donne accès à l'API de judilibre. Vous formulez votre demande en français, il interroge la base Judlibre et renvoie les réponses. Attention le skill ne fonctionne que si des domaines supplémentaires sont utilisés et que l'utilisateur a rentré sa propre clé Judlibre. Ce skill et son auteur n'ont aucun lien avec la Cour de cassation ou Judilibre."
a6a7290f-8ee0-59e6-a12d-5d4f88747cbb,agent-authority-charter-builder,agent-authority-charter-builder,https://lawve.ai/@arkadiy-miteiko/skill/agent-authority-charter-builder,Arkadiy Miteiko,arkadiy-miteiko,banking-finance,en,agpl-3.0,AGPL 3.0,US|UK|EU|CH|INT,active,public,Public,true,65,9,0,0,"Jun 25, 2026","Jun 20, 2026",2026-06-25T15:52:18.466795+02:00,2026-06-20T19:32:17.665093+02:00,true,"Creates an Agent Authority Charter for enterprise or regulated AI agents before deployment. Use this Skill when a user needs to define what an AI agent is allowed to do, who delegated authority to it, what actions are permitted or prohibited, when human approval is required, what evidence must be preserved, and how the agent can be suspended, revoked, or escalated."
c6e33539-1dee-5d71-b4e6-5f121e467d5a,eccc-khmer-rouge-tribunal,eccc-khmer-rouge-tribunal,https://lawve.ai/@jeanne-sulzer/skill/eccc-khmer-rouge-tribunal,Jeanne Sulzer,jeanne-sulzer,human-rights,en,cc-by-4.0,CC BY 4.0,KH|INT,active,public,Public,true,26,1,0,0,"Jun 25, 2026","Jun 9, 2026",2026-06-25T15:51:25.387377+02:00,2026-06-09T12:22:45.919057+02:00,true,"Verification-first methodology for the ECCC (Khmer Rouge Tribunal). Every citation is verified against eccc.gov.kh, the ECCC archive or legal-tools.org. Covers Case File numbering, the 001/002/002-01/002-02 structure, the genocide findings against the Cham and the Vietnamese, and the Internal Rules revision discipline. Research aid, not legal advice."
3d2f7c23-cb77-543a-be54-7584fe6aeb51,icty-ictr-irmct,icty-ictr-irmct,https://lawve.ai/@jeanne-sulzer/skill/icty-ictr-irmct,Jeanne Sulzer,jeanne-sulzer,human-rights,en,cc-by-4.0,CC BY 4.0,INT,active,public,Public,true,31,3,0,0,"Jun 25, 2026","Jun 9, 2026",2026-06-25T15:50:56.554286+02:00,2026-06-09T12:52:20.449059+02:00,true,"Verification-first methodology for the ICTY, the ICTR and the Residual Mechanism (IRMCT). Citations are verified against irmct.org, the Case Law and Unified Court Records databases, and legal-tools.org. Handles the IT/ICTR to MICT case-number transition (Karadžić, Mladić) and the protective-measures rule. Research aid, not legal advice."
3d8f9d8f-f136-53fa-9d21-4900865b3d53,nuremberg-tokyo-tribunals,nuremberg-tokyo-tribunals,https://lawve.ai/@jeanne-sulzer/skill/nuremberg-tokyo-tribunals,Jeanne Sulzer,jeanne-sulzer,human-rights,en,cc-by-4.0,CC BY 4.0,INT|DE|JP,active,public,Public,true,33,1,0,0,"Jun 25, 2026","Jun 10, 2026",2026-06-25T15:50:39.856058+02:00,2026-06-10T16:04:50.068046+02:00,true,"Verification-first methodology for the post-WWII tribunals: the IMT at Nuremberg, the twelve Nuremberg Military Tribunals, and the IMTFE at Tokyo. Citations are verified against the official records (Blue/Green Series, Pritchard-Zaide) and the digital archives (Avalon, Harvard NTP, UVA IMTFE). Guards the four classic traps (IMT vs NMT; Nuremberg vs Tokyo; Charter article numbers; majority judgment vs separate opinions, e.g. the Pal dissent). Research aid, not legal advice."
ad9f826d-a7bc-5797-a97d-ff619c90abee,unmik-regulation-64-panels,unmik-regulation-64-panels,https://lawve.ai/@jeanne-sulzer/skill/unmik-regulation-64-panels,Jeanne Sulzer,jeanne-sulzer,human-rights,en,cc-by-4.0,CC BY 4.0,XK|INT,active,public,Public,true,17,2,0,0,"Jun 25, 2026","Jun 11, 2026",2026-06-25T15:45:18.749552+02:00,2026-06-11T09:30:11.357711+02:00,true,"Verification-first methodology for the UNMIK Regulation 64 Panels of the Kosovo district courts (2000–2008). Citations are verified against UNMIK/EULEX archives and legal-tools.org. Keeps the Reg. 64 Panels distinct from the Kosovo Specialist Chambers, and clarifies that Reg. 2000/64 permitted (did not impose) internationally-majority panels. Research aid, not legal advice."
26f78c94-1b12-54aa-9431-1c309e5bb5c3,special-panels-timor-leste,special-panels-timor-leste,https://lawve.ai/@jeanne-sulzer/skill/special-panels-timor-leste,Jeanne Sulzer,jeanne-sulzer,human-rights,en,cc-by-4.0,CC BY 4.0,INT|TL,active,public,Public,true,17,2,0,0,"Jun 25, 2026","Jun 10, 2026",2026-06-25T15:45:04.001406+02:00,2026-06-10T18:09:17.486601+02:00,true,"Verification-first methodology for the Special Panels for Serious Crimes of the Dili District Court (UNTAET, 2000–2006). Citations are verified against JSMP, the UN archives and legal-tools.org. Covers the Los Palos case, the Serious Crimes Unit caseload (391 indicted; about 88 tried) and the SPSC-vs-Jakarta distinction. Research aid, not legal advice."
8a96d6a5-ae86-5a0f-bc8d-b184762cc680,Indian DPDP Act Consent Notice,indian-dpdp-act-consent-notice,https://lawve.ai/@siddhi-kudalkar/skill/indian-dpdp-act-consent-notice,Siddhi Kudalkar,siddhi-kudalkar,data-protection,en,agpl-3.0,AGPL 3.0,IN,active,public,Public,true,84,11,0,0,"Jun 25, 2026","Jun 2, 2026",2026-06-25T14:57:42.585019+02:00,2026-06-02T15:18:49.945872+02:00,true,"Draft or review a DPDPA-compliant consent notice under India's Digital Personal Data Protection Act, 2023 and Digital Personal Data Protection Rules, 2025. Provide basic details about your business and this skill handles the rest - building a notice tailored to your operations, with all required sections, granular consent boxes, and internal notes for your team. If you have an existing notice or privacy policy that needs to comply with DPDPA, this skill revises it too, flagging key gaps and changes made."
8f17bc6f-4f4c-5023-a8be-148602bed437,DPDPA & GDPR Compliance Review,dpdpa-gdpr-compliance-review,https://lawve.ai/@parth-desai/skill/dpdpa-gdpr-compliance-review,Parth Desai,parth-desai,data-protection,en,agpl-3.0,AGPL 3.0,EU|IN,active,public,Public,true,126,14,0,0,"Jun 25, 2026","May 20, 2026",2026-06-25T14:57:08.356369+02:00,2026-05-20T11:25:09.546944+02:00,true,"Performs structured compliance review, clause redlining, and drafting suggestions for legal documents (privacy policies, data processing agreements, vendor and SaaS contracts) against India's DPDPA 2023 and the EU GDPR. Flags clauses as compliant, at-risk, or non-compliant with reasoning, and proposes ready-to-use model replacement language."
80606cf8-ac2a-5364-8544-2430bd11a643,Indian Foreign Investment Approval Assessment,indian-foreign-investment-approval-assessment,https://lawve.ai/@siddhi-kudalkar/skill/indian-foreign-investment-approval-assessment,Siddhi Kudalkar,siddhi-kudalkar,corporate-law,en,apache-2.0,Apache 2.0,IN,active,public,Public,true,188,36,0,0,"Jun 25, 2026","May 25, 2026",2026-06-25T14:56:37.321177+02:00,2026-05-25T18:29:44.187053+02:00,true,"Assess whether Government of India approval is required for foreign investment in an Indian company under Foreign Exchange Management Act, 1999 and the Non-Debt Instruments Rules, 2019. The skill systematically gathers transaction details, evaluates sectoral entry routes and caps, assesses land border country restrictions under applicable laws, and delivers a preliminary compliance note. Produces clear guidance on whether the investment falls within Automatic Route or requires Government approval."
bcf7fd31-cabc-53b6-8e8f-3a2effe57428,contract-intelligence-workflow-reviewer,contract-intelligence-workflow-reviewer,https://lawve.ai/@carl-ditzler/skill/contract-intelligence-workflow-reviewer,Carl Ditzler,carl-ditzler,commercial-law,en,apache-2.0,Apache 2.0,,active,public,Public,true,200,30,0,0,"Jun 24, 2026","Jun 23, 2026",2026-06-24T19:28:28.090575+02:00,2026-06-23T22:49:38.771471+02:00,true,"Contract intelligence and contract operations workflow skill for Claude and Codex. Guides the full contract lifecycle review process from intake and playbook normalization through clause review, deviation scoring, negotiation planning, approval routing, QA, and action recommendations. Reviews legal, business, operational, compliance, privacy, security, technology, and AI-related risks across contracts and legal documents. Supports NDAs, SaaS agreements, DPAs, procurement contracts, commercial agreements, contract comparisons, redlines, approval packages, clause research, and drafting. 
**Warning**-Comprehensive reviews can consume significant Claude/OpenAI tokens, especially for large agreements, playbooks, exhibits, schedules, and multi-document reviews."
7e54c9a6-fec1-579c-94fa-6b0ee8c68d15,gouvernance-societes-cotees,gouvernance-societes-cotees,https://lawve.ai/@gillan-saleh/skill/gouvernance-societes-cotees,Gillan Saleh,gillan-saleh,corporate-law,en,cc-by-4.0,CC BY 4.0,FR,active,public,Public,true,76,13,0,0,"Jun 24, 2026","Jun 23, 2026",2026-06-24T09:29:15.473715+02:00,2026-06-23T19:43:16.139643+02:00,true,"Skill open source d'analyse documentaire à vocation scientifique sur la gouvernance des sociétés cotées françaises (SBF 120). Il agrège, sous forme d'index sourcés à la page près, le corpus réglementaire et doctrinal 2020-2025 — rapports AMF et HCGE, Code AFEP-MEDEF, doctrine AMF, priorités ESMA, rapport sénatorial Rietmann/Gay, guide Paris Europlace — complété par recherche web. Sa règle fondatrice est le zéro invention : chaque chiffre, citation et page provient d'une source vérifiée, mot pour mot, en distinguant strictement le régulateur (AMF, ESMA) de la soft law (HCGE, AFEP-MEDEF). Quatre usages : restitution sourcée, analyse longitudinale, audit d'émetteur sur une grille de 13 blocs, croisement thématique multi-émetteurs. Ni conseil juridique, ni conseil en investissement."
